start,start_lat,start_lng,end,end_lat,end_lng,start_type,end_type,type,index,success,polyline,distance,duration
cs lab manquepas,10.047,-12.86,hp labs mandiana,10.620208,-8.696904,center,prefecture,center_prefecture,652,1,kii|@|snmAcJggAdoA{NtsAuk@r]ehAkEmjB~s@qWvx@soBoNqaCjgA_sB{IajAq~@_gEmuDmvEadDmaB}gC_|@wi@a_Ago@qsAfpBa|@zk@yx@ec@c_Awc@ikAawAsoA_gBiU~NimAamAo[q|@iUkv@|I}`Eq_Dey@}qEnOeeAdPu[oy@y`Au|Apx@s~@wd@shANmrEwTyuB}`AkoAyyCxTksA~o@qWiWomAyWecAsjAktAjc@i{@o{@s}Ap_@wtBwfAooEfRky@aaA_{AsVqsAbf@urAyHgv@mfDi_@shAyNaDai@nHajA{KokAl^otA}c@mtA_t@}o@wd@_zBl]ymAmW_pBup@ccDiqEbReyCtSamFo{AaaAyiCpJw|BmhBckFKwvBn\ohBlEqv@sr@omAe_C{sC_sEeaDyo@o`@aqBwBg~BydBq|AuhDopAaYut@ap@fEmv@ywAsh@g_@ifAu[ywGcuAmbA_j@{bCo}Agv@gmAg`EbIop@}n@iaB_\apCf_@ac@jIehA_p@eyBqdAq_Bml@s[wv@iBuEevAgn@e_Dz`BgrDngBmsB{a@ekBwQstCeo@owFcYmnApF_y@jQibB{RqjE}cAsvB`jAqm@zr@wAvNqnA~JctBas@a{CdGmaBzbAk}Bve@iyA{Qm{BorAyvBeYcnBtSwdG}_@h@xA_z@uo@ytA}fHgdKqiIcbN{`Cy|DmsCenC_v@_fAsDibB}uBmfCefEsmFcaA{cBheDumBzhCs|DvxBsrCfUspCty@_gGdtC}`A||BemC||Ba`GpYytLdAm~A`kDsyF`pAqjFtHoiDsaAqlE_G_oD`j@im@je@ysEmL_pBcaBivGBkrElqCwlGxrAouBxf@{gCfvAwiAdQetAOqjBp{@oyC`yAsfFhx@ylBbfBa}@dVyqBjaA_oBfcA{cGiCujAsdAaTyLk}BqlA_|CeMsjH|H{qBty@}nBapAgeDegAglE~{Eu`EvtBilBnhDgGp}Epv@vuFcwCn_CwmIha@skDlvB_`BzsBquDrhByxLfdAmsCfkC_aB`l@wzBly@{sAl@oCrDoRrDoStX{i@~tGweH~IchC{Bkf@uqBkr@qlBxn@qf@abAifA{mApd@_k@aOolAucBifF}pCnBav@eQklAkIqbAadCikB_dCml@ckBaP}bDyL_}Bns@_}Axf@mgBbHagBw{C_oFkn@sv@zQwkCkfAilCmkBw|Ca]ccCd\axBkmC{sGsvAm_HfByyD}n@ivDmo@}mBysA_TqLbX,619360,39436
cs lab manquepas,10.047,-12.86,hp labs kouroussa,10.649507,-9.872592,center,prefecture,center_prefecture,653,1,kii|@|snmAcJggAdoA{NtsAuk@r]ehAiNk`A|Gai@vn@OfDaWbQi[rf@isAoNqaCjgA_sB{IajAaS}_Coj@afAoz@q_B}yB{uBuvByeAkl@sZir@j@stAk}@wi@a_Ak`@_j@{Mqh@`jA{Wde@ec@zk@yx@ec@c_Aki@oe@rDyd@awAsoA_gBiU~NimAamAo[q|@iUkv@|IqdBq}@k{A_aBey@}qEpYgXaI}k@dPu[oy@y`Au|Apx@s~@wd@shANme@{EqE}NmjAzG}k@oEam@i@yuB}`AkoAyyCxTksA~o@qWiWomAyWecAsjAktAjc@i{@gp@}l@gJuo@dQ{bAjM{p@_Ssb@{Lq`A{d@ijBfRky@aaA_{AsVqsAbf@urAyHgv@mfDi_@shAyNaDai@nHajA}\uk@`Py^l^otAuL}l@gVof@_t@}o@wd@_zBl]ymAmW_pB{`@uoAnKqdAi[{LedAqG}k@fLe_BlMeyCtSsnByq@m}Buh@aaAyiCpJw|B{t@{eBqr@gdChCsu@uCc`Avc@_e@gFobAlEqv@sr@omAsmAemBqp@ue@{bCo~AcoAuaAyo@o`@aqBwBg~BydBmo@{t@cl@yrBopAaYut@ap@fEmv@ywAsh@gVcT_Heq@uZsaAjD}mAKe~@zQwb@{Wic@wp@yKkc@su@_j@{bCo}Agv@qk@igByB{p@{\af@bIop@}n@iaB_\apCf_@ac@jIehAW_d@go@etAyZ}fAwh@sWwHiSub@iGwv@iBuEevAgn@e_Dz`BgrDngBmsB{a@ekBwQstCeh@gkB_FgkCi[aSdAkz@pF_y@~`@ac@sNg~@{RqjEqc@omAqEua@yXmEjf@wQtb@yZzr@wAvNqnA~JctBk`@gz@uQy_BdGmaBzbAk}Bve@iyA{Qm{BorAyvBy]a{@rCar@jT_qBUwrCi[`RsCwPxA_z@uo@ytAmrBo}BosDweG{pB}|CuwEedIyi@wpAavAakBmsCenC_v@_fAsDibB}uBmfCefEsmF}x@sl@eGgv@heDumBzhCs|DvxBsrCfUspCjUqqAeAis@ne@c`CdtC}`A||BemC|w@ueA~cAkyDoDggF`_@qlEdAm~A`kDsyF`pAqjFtHoiD{IufBwv@{dB_G_oD`j@im@je@ysEmL_pB}bA{mDe]mgBBkrElqCwlGxrAouBxf@{gCfvAwiAdQetAOqjBp{@oyCbXepB|_AmuBhx@ylBbfBa}@dVyqBjaA_oBdBgpAth@c}@jVotBl_@odB,445023,27399
cs lab manquepas,10.047,-12.86,hp siguiri laboratory,11.420392,-9.167615,center,prefecture,center_prefecture,654,1,kii|@|snmAcJggAdoA{NtsAuk@r]ehAkEmjB~s@qWvx@soBoNqaCjgA_sB{IajAq~@_gEoz@q_B}yB{uBadDmaB}gC_|@wi@a_Ago@qsAfpBa|@zk@yx@ec@c_Awc@ikAawAsoA_gBiU~NimAamAo[q|@iUkv@|I}`Eq_Dey@}qEnOeeAdPu[oy@y`Au|Apx@s~@wd@shANmrEwTyuB}`AkoAyyCxTksA~o@qWiWomAyWecAsjAktAjc@i{@o{@s}Ap_@wtBwfAooEfRky@aaA_{AsVqsAbf@urAyHgv@mfDi_@shAyNaDai@nHajA{KokAl^otA}c@mtA_t@}o@wd@_zBl]ymAmW_pB{`@uoAyNmrAcqBtCe_BlMeyCtSamFo{AaaAyiCpJw|BmhBckFKwvBn\ohBlEqv@sr@omAsmAemBqp@ue@{bCo~AcoAuaAyo@o`@aqBwBg~BydBmo@{t@cl@yrBopAaYut@ap@fEmv@ywAsh@g_@ifAiUqpCkEgfCcuAmbA_j@{bCo}Agv@gmAg`EbIop@}n@iaB_\apCf_@ac@jIehA_p@eyBqdAq_Bml@s[wv@iBuEevAgn@e_Dz`BgrDngBmsB{a@ekBwQstCeh@gkB_FgkCcYmnApF_y@~`@ac@sNg~@{RqjE}cAsvB`jAqm@zr@wAvNqnA~JctBas@a{CdGmaBzbAk}Bve@iyA{Qm{BorAyvBeYcnBtSwdG}_@h@xA_z@uo@ytA}fHgdKqiIcbN{`Cy|DmsCenC_v@_fAsDibB}uBmfCefEsmFcaA{cBheDumBzhCs|DvxBsrCfUspCty@_gGdtC}`A||BemC||Ba`GoDggF`_@qlEdAm~A`kDsyF`pAqjFtHoiD{IufBwv@{dB_G_oD`j@im@je@ysEmL_pBcaBivGBkrElqCwlGxrAouBxf@{gCfvAwiAdQetAOqjBp{@oyC`yAsfFhx@ylBbfBa}@dVyqBjaA_oBfcA{cGiCujAsdAaTyLk}BqlA_|CeMsjH|H{qBty@}nBapAgeDegAglEkXu}Bqz@erCeEueAzd@me@kTswAiMeuEi^wv@o|Auk@}fDilB}`OgvHeoIq[euD_ZugEvSyd@{FyqCusBvBcvArlA{_EtZwa@uHa~CehAqnA_tEof@eoBn{Ao{Azb@{bAon@qmA{aCkuAuhDjLyaHt]g{BAehDin@a}C_eDqfDqjD{qEk{EejDqmG_eAilGbrAiwFzhA_iF|dCkuCzrAsjBqU_tD{h@kaAeD,601062,38696
cs lab manquepas,10.047,-12.86,hp labs forekaria,9.431525,-13.090437,center,prefecture,center_prefecture,655,1,kii|@|snmAwE|IV~@T~@bGvW{BdJK`UbBxFtS`Plj@d[tAv@dDpB`u@ph@hKzGzZlNrBdCxJpMdOn]z_@rMvL`O`A@bCFrOX`MdCnNvEpA|@tGxEhOhBfNtKlVjHzf@tGrUvFlH|P|F|k@nSjW~A~HeAjRg@tJtG|CtHiAbKzGtElAdMBzI`HfCxDvGlClKlTvNpI`YvLnLdVxIdh@lJ`LvMdGbAvMhBz_@hG|TrSf_@vRhZbKrY|NdPzUzLzZdTjDlDnChEjUbEb]wDhWgB|LpDnHr@vGzHpHja@{HzTwGf[`Ep\|IpOzAbNxFpSkE`_@jAd`@gDzn@|EpN`M~F`Jm@vF|CfJnRjQdT|NfGzLg@|b@cBt]{Et]hBrKtCvKfPhGj\`@nZpElOyEnNz@`G?dPtMlT~MzNhTpIbIdGxNlWn\rSh`@~^vV~WdKlS|SxOhElKxJlNdQ~NhGjIqBdHqXfSyE`C{@dGxA|IaQ~NvFbItDsDbDnAfL|EfInClNgFxLrAlCnHuC~PM~FtBbD`SvAzRu@v`@sY`NiA`R~EdZnAdDzHiZnBkC`BdAxOhIxLtSpM[~IrG|Bn@xHrB`GbAvPnM`OzQdTeDpCb@nFrB|DjFVxMLtCfH~BfC|CgGvGqCbHqH~IwFhe@eOdRmC`Kk@|M}ElNgB`^xOnFrIfHs@dPCbJ{CrVSd[hBtb@{WbRlCbIqApJoBpVzBzQiCzNtCrGrBlBnEtBsGhByCdDiAjByFfB}BnIgA`CwD~KgIbY}HfIiHbGy@pNrB`JIfV_Cp@gF}BgVgBsRbFgLnMa[xBoLpJiRvUaPdMaTz_@uH`F~AhD{InQqCnG_W|@}H`HcLnKqIbLyD|NqExDoMzJiEdI}MtK}KfHaGfLGv[~CrG`@|JhGzWjSvMtClG}D|K`@xHjCdA_C`KkArMsAdKmApLuFdGr@rTmEfJkBzL{@nC|E|B~TnKn^jFnZ{KvTsIdQgAzh@zDxg@R|FrFaBrJsIhReFbE|EdGmBrPhAxNlAxHbEnEjDnIO~MtEzMqBpOwAtJ{Fng@eNnGKtQtUrWb[hSxS~`@v^oAlJxFaBxKu@hNcGbJwPbNsKxe@aQtB}JnMcNj[qMzJtApLiE~LrIdOkHk@eIwCaNzb@gOf@iDxEaBbLYrl@mRbxB{t@|GwBfDWrFfoAtWvkAjg@xt@tUdQlH^`EkBvJeTxLcOh^wKvOa_@bFoMvVyNnJ}HpDwKzFgKlTwNtW_j@bTsZzNyH~j@iOxc@qTjSi\bAuIvCeB,113819,8908
cs lab manquepas,10.047,-12.86,hp labs coyah,9.706859,-13.392595000000002,center,prefecture,center_prefecture,656,1,kii|@|snmA{CnCu@zBG^APB^V~@T~@bGvW{BdJK`UbBxFtS`Plj@d[tAv@dDpBln@pa@rE~EhKzGvKvDjJrDvB`CrBdCxJpMrIbUpDjG|PnE|MbGbHbMrC|@`@@^?`AB`ABrOXhHRvCpBvJzBvBzAh@\f@^nA~@dExCrBf@tK`AhCrD|I`F`JxDjKpBzf@tGdOnBlEfChFtEbAfJ|F|k@nSjW~A~HHbNoAfCoBxFfAzBtG|CtHiAbKzGtElAdMBzI`HfCxDvGlClKlTpG~FdFpAjDpDtSdGxF`HtDbMxIdh@lJ`LvMdGbAvMhBz_@pA`LvDzGhMbPhEbNjKxMjFnKbKrY|NdPdHlFtLlEvKdEdI~H|C~CjDlDnChEjA|A~RdBb]wDhWgB|LpDnHr@vGzH~DpNpBxQ{ArH_FfKgBzNoDjK@hD|BlG`AxN|IpOzAbNnEbJh@lHkE`_@k@xF|@pFjAnGQhHiAdZ}AtS|EpN`M~F`Jm@vF|CfJnRjQdT|NfGzLg@lIr@xKy@tK}AlNkEfNOt]hBxGn@xBdBvKfPrCdItBdR`@nZpElOyEnNz@`G?dPvChI|HbJ~MzNhTpIbIdGxNlWbMxJjNxGvPvRpNfKrGtDlBhDtJ~LfChCf@dFh@jCjDpC|SxOhElK`CfGvFdFdQ~NlErDz@vCqBdHqXfSyE`CeAfBH|CpCjFw@pBsObKmAlF~@tICzIgDnFi@xL]`FpJb@pA`DCvDcJxJjF`MpC`GAtCwGvIsLhGmJlAqIyLuBYrBvIL`CaCzFgHzF|AfCrPx@~EqA|E~CdB|He@pEmBjAoDxKx@pJsNfTmDdHw@lNt@tGrC|DpK~IdAbFQ~IaAlEaR~\}HpO@lDxDdq@]`GkD`XZjChRxb@jYhw@JhOzIlNfDdLBpJ_DdOlBtSUhCuElQV`FzCpG^bLvInh@`Tff@|@lF_Bl\vCvLhFlH|ExP|C|ChMnFxChFlVxJ|FlE~MlRhS`[fa@lm@x@vF`GbOnGxAvDtEpW`a@\v@`AnB`ApBhJ~Q|FzM|Cld@~Yd\vFtGvA`GrBfHnHpTnHfp@kClIq@bW_@rGxFrWpG`N~AhNf@vGlFzDhH|GtD`OvEzBrEOdI}@fCYnGm@rGU`Lc@lCx@n[jTjF|GrI~ChNbLnGlHbEbAnHvIlPhHrDlDvDtGc@pEhEK|CGtEpEdBdFnPlIhDtE~ArHhIzGrEzE`XdV`KcC~Fk@xJ{DjHiEjQ_C|Dr@`YfIrO|ChH~DfGxFpNxJbThPxHxI~A|bAzA@,85256,6296
cs lab manquepas,10.047,-12.86,hp labs dubreka,9.790622,-13.526892000000002,center,prefecture,center_prefecture,657,1,kii|@|snmA{E|HB^V~@T~@bGvW{BdJK`UbBxFtS`Plj@d[tAv@dDpB`u@ph@hKzGzZlNrBdCxJpMdOn]z_@rMvL`O`A@bCFrOX`MdCnNvEpA|@tGxEhOhBfNtKlVjHzf@tGrUvFhFtEbAfJ|F|k@nSjW~A~HeAjRg@tJtG|CtHiAbKzGtElAdMBzI`HfCxDvGlClKlTvNpI`YvLnLdVxIdh@lJ`LvMdGbAvMhBz_@hG|ThMbPhEbNvRhZbKrY|NdPzUzL|UdO|C~CjDlDnChEjA|A~RdBb]wDhWgB|LpDnHr@vGzHpHja@{HzTwGf[`Ep\|IpOzAbNxFpSkE`_@jAd`@gDzn@|EpN`M~F`Jm@vF|CfJnRjQdT|NfGzLg@fVEtK}AlNkEfNOt]hBrKtCvKfPhGj\`@nZpElOyEnNz@`G?dPtMlT~MzNhTpIbIdGxNlWn\rSh`@~^vV~WnDnJtE|G|SxOhElKxJlNdQ~NhGjIqBdHqXfSyE`C{@dGpCjFw@pBsObKmAlFz@pTgDnFi@xL]`FpJb@lAxIcJxJzJxYwGvIsLhGmJlAqIyLuBYrBvIsB|JgHzF|AfCrPx@~EqA|E~CdB|HsC|GoDxKx@pJsNfTmDdHw@lNhErMpK~Ir@bQcTlc@{H~TzCfy@oCl\tl@b{AJhObOr[BpJ_DdOvA~WuElQrDrNvJru@`Tff@a@zc@vCvLhFlHzJvUbRxMlVxJ|UzXpu@niAzHzVfMnHnXxb@`AnB`ApBhJ~Q|FzM|Cld@~Yd\nIvObLx]nHfp@kClIq@bWxEf`@pG`N~AhNf@vGlFzDhH|GtD`OjLjBlMwAnGm@rGU`Lc@|_@dV~P|LhNbLnGlHrNzK`VvMvDtGc@pEhEKrJhEdBdFnPlIhGhO|OvN`XdV`KcCxRgFjHiEhWkA`YfIrO|ChH~DfGxFpNxJ|]b[~A|bA|CjReAvHkArGgMhDuHlBiBpIeNl\k@bAsAbCyD~G}d@pZqMnMcKvAmEuA{FtFmAbH^fPxC|@`CxFw`@ndAdEdPza@fW`K|J}Jts@zAxQlCtYpVn}@rEtWoL|Vq@lUxKlFt_@r[jCfAnC|@q@xL[lDwCfEq@~@qClEgIjJ{I|@e@tDtKvLtTdOpFnEcJ|AoT|Bco@l@}q@bDco@lVsE}Ag@sLaJqKgMm@}XmC_\{L{Wwc@kUu@yKmCe\zDaPfBeQqBuKgMuOaMcNpCeHiCwKwFYQQl@iSxMaC|ERpOzJpi@aFfWfCpWNbRoGfj@}C|T?xR^jM,114762,9682
cs lab manquepas,10.047,-12.86,hp labs telimele,10.906827,-13.08431,center,prefecture,center_prefecture,658,1,kii|@|snmAoIyRaE}OiIoJyBw@o\_Oih@mPmo@jJuHk@iMyBmd@wTmXsIsSmBkL}DoReOwGeCeU`LqZ`KiZpEcJpE_Lr@wS`e@}JhU_u@eD}cAjJm`@~Gu_@rIkbAdAsTb[cKt`@}M|]}_@`LuhA|Oeq@dKgv@ff@mXvGeD~IyOzJcZvDwk@hLoe@\at@~Baw@rL{\zTkVrLyPS_M|KmSb@cYjMoe@dI}N|HyLhJ~BfV|X|J_HxAor@rZiSTwD`JqRnJgFhSFz^iBl\mJd`@av@hQqYnGqq@dCeRb_@}PjIeb@fE}^iPuVkMsYlHiTqCeGvNmDhBwNsIoWwBaOjAs@xEuM`KwHa@cg@lKuVd[}ShMiWgCyQdJiQNgPnR_`@v[e}@pD}g@nJgP?{O_AuNrFgMqD{N~Nw\nE_VlMqMlIgEnBqSvRqPlX_QzMga@rQkC~V}Uve@_VpIoJzBy^lCwKlCwJk@uG`H{Gt]dE~VqFvOfLjXrKzQpTjPhJfZlCx`@uFrOiQtBsGvM{WjFye@hh@rBvYcPvYkBnK`EpOrJvd@mc@vKwE|\EzFsP`FeJnNcJaD}JvEg^~ADvEpB~IyHgEqf@qn@yLyQ{KyBcVxRsR}Lux@{]oKaGsCqJcG`AwEjHwRdKwTmEgj@eQ{t@qKmbA~FyPsBsRvEeIvDwHzS{LjKcYHLrQgNvByIrBkHhNsLtSmk@`d@mYnMsg@rFmGzSmTpKuR`IsY~CgCnUuShe@sVbQeZmAqJsBuD~H~@dJyEdEw^q@}W|CwM~E{FjQsAtDuReC_N{r@aQsF}Ko@eH{GsC_G_L{c@yn@{^aQec@}JrFoIgA{JgByHgTqYkn@yHg]mImJmUxC{QbB}`@iJeJmAoMdKiNnFyKpOw@rFqFyBuUeIwNYwXkN_JeCcFpLaVvSyQnP}SeJsJoEmRdBqLwEqHeLcJ{[qQcl@{N_RaDi]lBmj@`EsJ}GoE{E}QcHkT}Kw@oQeMxAqNxKgGvHqKaKqE_a@mZqThGeU_HwAgIoHqGmWrBqRfC{JqLoJeY{Q{CiXqMiGwGc]wG}WzJ_RjA_e@jO}IzGcErMs[nd@j@h`@mIfLwPnJaV~QkDxHkN]i`@iJy]gEg]{f@aRwVcR_BcT{OySoLwQb@yWsDiMoAeMeNyS|F{W|Awb@hD}`@_JoWgDeNpFyPpPma@|^qt@eMsf@uGuo@hd@oe@fl@yPlJ_\|RoNhFeZz^b@rEpHDn]vN|TbO|YtYkCvULzHdChApSWnM~GhLtQfCtSxJrW,147027,12954
cs lab manquepas,10.047,-12.86,hp labs lelouma,11.430577,-12.683847,center,prefecture,center_prefecture,659,1,kii|@|snmAu]_q@o\_Oih@mPmo@jJuHk@iMyB{}@k_@sSmBkL}DoReO}]zG_aAdXw`@tf@}JhU}yBdEcaArRkbAdAw`@x|@}M|]}_@`LuhA|Oeq@dKgv@ff@qiAjd@igCfQaw@rLgt@nb@kmAxZmu@bSyLhJ~BfV|OvMyfAh[iXpU_Fds@wMr}@av@hQclAtKcd@ni@cbAaJuVkMsYlHiTqCeGvNul@aJci@dScg@lKuVd[}ShMcj@|Eqb@~R_`@v[e}@pDwyAbPc]lIws@|S}kA~hAga@rQiZv}@oa@lMqk@zGmStFuAtu@tDbi@da@fc@vN`|@oz@li@ye@hh@rBvYcPvYtA`\rJvd@mc@vKwE|\yP|Mga@dPa^vHgEvCqf@qn@uYsUcVxRsR}LeeA}e@sCqJ{MlJoh@vDgj@eQ{t@qK{gBbJ}RrY_g@tKLrQgNvBy`@rf@mk@`d@abAbU{\l`@im@`N}Wx{@yq@tNgPjEyCjPuw@jBwM~E{FjQiUn@_N{r@aQsFcUkIsP{k@yn@{^aQec@mUjDuToWqYkn@yHg]{_@sEys@eGuXvHc[`W__@kEoh@eOcQjH{h@fe@_s@oMga@yo@qQcl@}Sip@lBmj@{Qmy@m^}NrNyVvHqKaKqE_a@mZqThG}WgR}`@}Cm^iHk]a^iXqMme@oP}pAr]ul@~{@j@h`@e[vWyj@zZc_AqPg]{f@ee@wY}h@k]qj@oCo[uPul@zIe}A}I_`@bXma@|^qt@eMsf@uG_X~Fip@wDmmAy]wWgCsb@s]qg@eEcl@}Oyj@tCgp@iF{u@y@}`Dms@wm@q]gUo]sQme@}g@ic@sSmG_NtFeSeZxA_\sRzKwViM{]@cM|@ii@_Eo[qz@oPgj@i^wNe@__@}\cYaXuh@yd@y}@qk@y^{@ax@xQuz@~\kE~FqWtKwTeHyKqa@cq@g[eg@}]ef@{d@ex@m@__AmUsbAoPmSs`@aFgS`QiIpNic@}H}n@fL}FpYsbA`\icBeQwTsWmLgn@gh@}u@af@zKek@py@cdAiB_l@e\cg@}d@oPifAqYoRs\nTmkAyGmbAnDsl@v_AsY~xAMjl@aQ`e@ya@~a@ao@rl@ui@oWeOiCYaQiYyc@}l@id@{l@kPiYy[kRou@yOeX}XcHun@`Ges@gh@s_@uj@s_@_o@wR}vBmwA_w@utAew@y{@`E}`@}`@s`Aur@aRmj@cYkMyp@a^ea@i`@ubAyn@_fA_h@_BuT|DcX`AqSeLQeJe@|LeOgEwq@hLggCdZoC,237988,20714
cs lab manquepas,10.047,-12.86,hp labs tougue,11.439689,-11.663432,center,prefecture,center_prefecture,660,1,kii|@|snmAu]_q@o\_Oih@mPmo@jJuHk@iMyB{}@k_@sSmBkL}DoReO}]zG_aAdXw`@tf@}JhU}yBdEodCxTw`@x|@}M|]}_@`LuhA|Oeq@dKgv@ff@qiAjd@igCfQaw@rLgt@nb@kmAxZmu@bSyHpa@|OvMyfAh[iXpU_Fds@wMr}@av@hQclAtKcd@ni@cbAaJiq@}CiTqCeGvNul@aJci@dSy~@rg@}ShMkMqKsV_k@cXwGaX}_@wJeLya@uAkJkWy]fDkLo^uDmr@uKcYsi@i]cs@wH}a@aKguB|Oae@vPii@wG{r@~IiqAs]_qAa_AqNut@jVqi@Dwd@{S{t@kFmUgZ_Lgi@kR}{@yZmoA~c@}g@iA_m@__@cQui@{nAut@k_AshA}CuXa]qdAie@{|@bE_j@m`@k{@wCqM}XqG_\oDqd@wc@u]gYw]aQkU{ZgYqi@w@yTwl@smAwgAybAwOab@kDciAqZycAk[ma@{pAki@ovB}sA_n@uX{Hm`@mv@y]}K_a@}`@cEsj@y|@w\ky@_a@an@a_@Col@iDoe@{s@usByt@c^oDf@_Yam@i}Awz@ey@m|@id@{gAwbBghAwyAwz@mmAij@uaAk`@up@hZoIrJiVpm@kJ~O}Txd@if@dNsKuIaSvk@mUyk@mmBo_AuRik@gn@}Xqf@gc@]{BwPea@ui@oO{c@_^qs@gi@umAyYaPw^fJmd@aEkiAiHmw@rH}IuUiRkSuy@_kAmeAsaAeR}KiW|IcUx@wC{TvBuXfL_]n@ggA_G_U}n@Mya@lMu^oGyLeZ_\oq@nVqz@|Jic@eIgm@uMac@dWyK_Hka@`I}x@iHod@eYuOoA}c@lFehBbAy}@yg@qh@w`@qq@mIaYf`@yUvHyDUwAoEmg@aMqx@qNcS{A_t@`Jom@rFon@rSuShHuYu\oq@_qAayBsu@sbA_WwaAy_@glAsFwv@{K{w@qdA{c@}d@m[ma@my@yq@{`A{Do_@sr@s\{tCow@{iBwa@{pBabAkyCcjCepC}hCmQeT}AsV_IgSck@cc@eH{p@_a@}ZgmA_|@yqA_pEiR_bAgaAoz@{Lq\Smq@kl@ye@oGiW`Xs]rJeMs[odAuSoYgAk^ey@qcA_pBkmA}\cVjFeNYoSuRe{@qIiG}EaJoCcUqkAyn@mXapAwb@mnA_VwoAui@{mAqmBcxCe~@yAsDgHaS_^a}AcjAgoB}SewA`GagAsDsc@}]asAchA{y@qdBq`@gi@{Kuc@crAee@{i@hBkDbMyUdO,276925,23733
cs lab manquepas,10.047,-12.86,hp labs koubia,11.588973,-11.897174,center,prefecture,center_prefecture,661,1,kii|@|snmAu]_q@o\_OwxAaEuHk@iMyB{}@k_@sSmBkL}DoReO}]zG_aAdXw`@tf@}JhU}yBdEodCxTw`@x|@}M|]}_@`LuhA|Oeq@dKgv@ff@qiAjd@igCfQaw@rLgt@nb@kmAxZmu@bSyHpa@|OvMyfAh[iXpU_Fds@wMr}@av@hQclAtKcd@ni@mtB_Oo\dJul@aJci@dSy~@rg@}ShMkMqKsV_k@cXwGaX}_@wJeLya@uAkJkWy]fDkLo^uDmr@uKcYsi@i]cs@wH}a@aKguB|Oae@vPii@wG{r@~IiqAs]_qAa_AqNut@jVqi@Dwd@{S{t@sa@mb@efBen@moA~c@}g@iA_m@__@cQui@{nAut@idAibBa]qdAie@{|@bE_j@m`@k{@wCqM}XqG_\oDqd@wc@u]gYw]aQkU{ZgYqi@w@yTwl@smAwgAybAwOab@kDciAqZycAk[ma@{pAki@ovB}sA_n@uX{Hm`@mv@y]}K_a@}`@cEsj@y|@w\ky@_a@an@a_@Col@iDoe@{s@usByt@c^oDf@_Yam@i}Awz@ey@m|@id@{gAwbBghAwyAwz@mmAij@uaAk`@up@hZoIrJiVpm@kJ~O}Txd@if@dNsKuIaSvk@mUyk@mmBo_AuRik@gn@}Xqf@gc@]{BwPea@ui@oO{c@_^qs@gi@umAyYaPw^fJmd@aEkiAiHmw@rH}IuUiRkSuy@_kAmeAsaAeR}KiW|IcUx@wC{TvBuXfL_]n@ggA_G_U}n@Mya@lMcdDro@e_Cro@kt@dYeaAjt@_rDxB{eAcHge@kSug@zGudAkZm^xZkgAus@o}BiNcpBd[ahDjNs`@yEwc@k_@cr@e@iRc[qg@]yq@fWcmAuNuZtp@sb@dG_i@_ApB{iA}Pgb@{d@mZajA_m@_bBeCgq@o|@sjAahAemBmr@kx@sBqb@k]wHi`A}J{tBgTga@yBef@{Tke@wM{bB_SceASk_Ayb@q|@_Amq@sBabAeVoq@qd@_wAuUemBuCecAwz@wlAa`@eTah@mbAtI{h@sIu}@z@wi@}O{CcZmLc^ud@iT_p@aFscAiNct@oFa\nJud@|~@ix@f`@qv@jM_b@qe@uB{}AitAaj@`Cqf@uUdl@_u@xh@yV~Vy\qVag@q~@m~@ab@w|@|@uSgj@eJeq@rNiaAwGkU{S_^sFmKkm@_nAwh@cs@a]kxA{Gej@pb@sq@uGeaBkw@y|Aq`@_qBgWqzAqyAke@umA_W@iSsWuDij@nAqa@gcA`Ics@rA,287573,23966
