start,start_lat,start_lng,end,end_lat,end_lng,start_type,end_type,type,index,success,polyline,distance,duration
cs lab dibia,10.934619,-14.291773000000001,hp pita lab,11.064208,-12.393764,center,prefecture,center_prefecture,89,1,itvaA~kfvAsGiw@yy@yNcu@qB{wAuZegAgpAojA}k@ox@tNoIm^lG}Lmi@s`@sWkz@{Lq}Csl@wwAmtAmh@oqBy`CwsBumBwTu{@uKquC~u@evAbyCoc@fg@yQ|k@qrAh{@ghCxNudAqDgdAnTq|AgDo_AsMenAav@wtAqi@qiAp\}e@rHcv@c|@}Xsl@spBag@}qA{UwgBozAskAy}@qt@mfAodBxColCqd@ytAoAcz@eMgf@{p@y_@tIcaAu{@{nAwSqk@iAg^xBmcAaVkRkv@bSajAaDf@eNe@ec@hCoOhKmh@{TesA}{@{bA{n@_P_[ksAeWao@uJakB{GcsBzm@czAoDqmC{l@aXqr@cf@aKulAeb@gdAe{@q{ByUmSfZui@d@ckArv@egAj}@gk@|q@kwAji@_n@ic@cRs@wZ|u@gy@vi@w|@rIml@_@ahAxWsaAbu@w}@{RgnAlQihAvjAwl@nMyh@qLiXqrAg|A}K{g@pHgLoV}Xik@ii@c\{\gCss@r@qxCi{@}cAoLkoAdNar@|Pcu@b}@cp@lq@qoBwRqg@|g@s}@bpAyTftA_\xGe_@kPs\_DyeA{M_aBzAkPgMaGtJuq@i\mtAdVktAja@gu@~UBpq@mq@r{@kb@lj@im@x~@{HfP~Lli@wUxvA}J~HtOfXcVpQ}f@fFmd@lKah@{Mya@hdAghAndAy_@tAgx@}ZnDnI_}@zBax@cL}JpSx@vk@wOsKke@_c@of@sQmi@kO}eApbAc^v_@gCvv@ya@z|AzMl_@qDxHgXj]a[lEqZpMlIxMfYdRkFh[cb@ge@sa@vO{jAnzAkz@nkAzSbh@bLrm@sh@jJg]_JwKeKss@iWab@stAomAci@cyAr`@qpA}P{}AyYmq@oiA_t@aQkmBqUaeAg^s{@bM}~@mLk|@e[wO_g@sLeVrRwR}gApA{d@|]{Sxh@mCp`@fDf\}R|Qs`@eJwNfNyl@iDga@h[y\vq@g^if@iJo_@lB`T{XuQarAky@q\gUug@mJiV{c@cTsOkMgBkRia@yj@eKwWvCsx@id@arAw[mc@mK{gBb|@od@uAqy@tn@uQjc@iy@kNa_ArHch@mFuo@u^gcAeb@ic@wLq^tRoAuHuRoQjEiYeGjJsR_UqqAeFc}@aBgr@s~@wSqh@aqAgKivAsb@s}AapA_nAbEap@qJeu@cHm`@ap@wb@wjAxG{f@oBj@}i@ic@u_AsLoa@bOqMjeA{~@dQ}`AsPcv@wDakAf@i]~MsFhg@xOpLkG,304106,24475
cs lab dibia,10.934619,-14.291773000000001,hp labs yomou,7.565662,-9.261331,center,prefecture,center_prefecture,90,1,itvaA~kfvAlcE|eCbgFpLnxDl`FjdCvtDliE`tBxnKe|C|{Kgm@tfJleBt_ObqCt_Sqj@vlCy~MvoGc{N|nRkiNhkCaqFpHggEdoEcgHuWkd@{~BoZg~@ibC|jDkuDhrB{h@vgFpj@baD}aO`tAsiBjBmiI|dCieKjC{hLgj@ogCuWe`DlsA_~Cd_L|}@hnC{i@liHovCn~Dq_@`sByiB}oAe_Cnw@qdC|~@efGrC_wAff@sz@clBwuHmjBw_Ca|CwjA}hD}yC}xHo~GrbCkqCrKozEraIuuDxvEw{Bj{CtWaJguA|iEmvAtlAq~Ifl@seC_sEgrEqj@kzCeeCsH_vAiaFk@krBmmB}V}w@}j@m}E_iI}lAwgCwdCcv@{vBc{AqEqz@mrAq}BzoAa`Elw@ogDhs@_~Fhu@arD{iAs|Eu~IioGeeEspC|EeyAxdBaz@{YcwBgkBsnCmvAkmBqiCm]yaDqdAy{BmgGxC}lCk{CcBslAk\{nEy\efDajAuoAaaD|p@}{D{yAwpCoTe}CuZonFn@}jCm|AovDfMizBy`F{`BoVodI{lAsiDpLo`Eq]wuDxsA{lBdvFwjGpwDakFgWgpBnV{}CtrG_iIdpIyjFroAuiEaXk{Cyr@yfD`{@_`ErdCapEjTgzBfuBiwAuv@ypLxsCqcDldFs_Hrj@e~D`P_sDihDqrChEsmGhvCceAtm@}hAduBefAio@{|EbvBmsJdgAulFaVu_Dy~C_`Jqb@evCptAwcF}~AkpEht@svHhvDm|B`hAkjHpEshPaiDukOnWesB|oBia@h`B}cAhuIycFh{IkcDjwBgkClgCyHfiG{bAvyFdKhmEpt@fkCa~BdhAqoDfjAmtBbgBkIjvEqlBxiG_rA~sEuqBpdFeqCsh@o_Ml_CgdJ|hDiaHlpFq|Jv}GypEjhKmpKx|PgnE`~IgnD`gRssAjnOh[|fFrjA``CyVrTivB}m@}tBtmBys@tuAkkEzfBizDf`AyjH|sCg~CzpAubFdhDqsCrw@swGbhIazEdcLqrFp`GcjGl~AyaIhwCmuK}LidFrdD}kDdyD{rBjgDijDbiI_oBlzDsjBpfCqjD~eEH`b@ezD`_@{~Bkx@c_Dla@}pBzyCauDzyAwxEbnGehGbaM{`ItlUwdF|~GutCnaDuyFh_C{RuJ_`DfmDqdGj{KawCn{Adz@ncB`_DzcCnzDzu@hvDr@zmEvnC~rCddGt_BfeGjcHliGzqF~sBl{J`eDoOhlInSdaDyFnaG{l@,1092766,64253
cs lab dibia,10.934619,-14.291773000000001,hp labs beyla,8.689312,-8.645897999999999,center,prefecture,center_prefecture,91,1,itvaA~kfvAlcE|eCbgFpLnxDl`FjdCvtDliE`tBxnKe|C|{Kgm@tfJleB`lGbeCrrF~Jt_Sqj@vlCy~MvoGc{N|nRkiNhkCaqFpHggEdoEcgHuWkd@{~BoZg~@ibC|jDkuDhrB{h@vgFpj@baD}aO`tAsiBjBmiI|dCieKjC{hLgj@ogCuWe`DlsA_~Cd_L|}@hnC{i@liHovCn~Dq_@`sByiB}oAe_Cnw@qdC|~@efGrC_wAff@sz@clBwuHmjBw_Ca|CwjA}hD}yC}xHo~GrbCkqCrKozEraIuuDxvEw{Bj{CtWaJguA|iEmvAny@i`Gc[eo@hn@am@fl@seC_sEgrEqj@kzCeeCsH_vAiaFk@krBmmB}V}w@}j@m}E_iI}lAwgCwdCcv@{vBc{AqEqz@mrAq}BzoAa`Elw@ogDhs@_~Fhu@arD{iAs|Eu~IioGeeEspC|EeyAxdBaz@{YcwBgkBsnC{`Bk[lI_qAqiCm]yaDqdAy{BmgGxC}lC}k@e~@mnB`{@slAk\{nEy\efDajAuoAaaD|p@}{D{yAwpCoTe}CuZonFn@}jCm|AovDfMizBy`F{`BoVodI{lAsiDpLo`Eq]wuDxsA{lBdvFwjGpwDakFgWgpBnV{}CbvByqEp{CevBdpIyjFroAuiEaXk{Cyr@yfD`{@_`ErdCapEjTgzBfuBiwAuv@ypLxsCqcDldFs_Hrj@e~D`P_sDihDqrChEsmGhvCceAtm@}hAduBefAio@{|EbvBmsJdgAulFaVu_Dy~C_`Jqb@evCptAwcF}~AkpEht@svHhvDm|B`hAkjHpEshPaiDukOnWesB|oBia@h`B}cAhuIycFh{IkcDjwBgkClgCyHfiG{bAvyFdKhmEpt@fkCa~BdhAqoDfjAmtBbgBkIjvEqlBxiG_rA~sEuqBpdFeqCihAs`Gt^{}Dl_CgdJ|hDiaHlpFq|Jv}GypEjhKmpKx|PgnE`~IgnD`oFmgA`pDe_@}PulBxh@gyAbzAq_E~kEmcIffA_aIle@ogFpoBciB{eGwyAu{Co]vr@wxA|sCceHznDqlAbwBanP]urJus@mqDiq@w_JldAg`GxmA_vId`CcvCawBoiGmW}fJduDm}NvtBcwGvi@ycBcfAgnCeq@ocHaOcxBuOg}Bb`@ayFsvC}`CmsCaHtxCcoCjjB{t@l_Aqh@raCoZ|wDrQdrBp~@htBcGfwDjH`qFidAngGsdAr{@glF`jCo{BlmCqvBbZ_gEwYsiEhc@w|JfhCohIfx@}eH,1031080,65135
cs lab saraboido,12.403208,-13.5283,hp labs boffa,10.177999999999999,-14.030999999999999,center,prefecture,center_prefecture,92,1,eoujA~gqqAkuAowD}mAieEtr@w|B|`AuaAt|@{yAfHq_C}@yiDzCgiAd`Aeb@x{@{`BbKuoAbvBpb@juAmH`L{yEwpBucAgjCso@wzAezAetDyw@o\o\uA{a@`l@_QxtAoo@daAipAlwF}{Ahd@mx@jnBkeAzlAsc@bmCc]d`FqyBjrC}mFtcBmtB~`Dq}@dnAiaBvfCg_@vuCpvAhdEheAzrJz`BpwC~eApbHdu@`RvEbl@p@f_BeAhp@~l@j`BaMdqAqBpcCys@dy@oZ`}@cyAnlDozDvz@su@dh@}tAhgAbm@ffCnlBh@|v@gGlq@vx@t]ds@~oEp]dqCb[xhBzn@jbBpg@|_@hdA~e@ryBbF|yBoSfRhz@hlAea@lpDyHr|@|j@`bAyNxbAhtAdl@~WvzD~|@zjBruAfsCzlAxfDhXfyCt@|mB|_@loAlCbg@{n@`Xef@r_AhJboAmCl]wo@tZ}^|hAkD~wCmS`xBvLvjBbZhcB_rAnWmlA`_@az@`]}gAiY}w@zIk|@nsB_j@rhBtg@vaCpEdiC{l@bkCaj@`g@wJ~z@~Zzj@kTfe@fKt|AaDdH}_@nx@|JtiA}B~]pk@nw@|OzgByKxx@|`BgKjo@hJl\pSvdDjFj|@}tAvZepA`Wof@|}@jStf@p_@cf@fiA|[fnAfT`iAeYftApAdiAeQjz@md@|jDcQv}@kBvw@waAdvAiIvw@xR~rD|QxdC_{Bz~Atl@fkAtCd{Aoy@|[us@l`@sBbjAcc@yp@ixAgjAoXs`As[sS{cAdG_`@nn@_a@zh@dLvzAq`@vx@eQzTofAz@}sAJ}fAf~@dwAjmAl\zpBx~@xh@fh@yOpo@`]ra@W~iAqJvpCoa@hf@dh@~m@li@x`Bc\pyCnTh_Bx{@tk@gK|tCfMzvAb~AtfApJx}@xvAxaAldE}Y`_B`gCfz@vbB|`Ct`Bl{AtJxe@ag@~e@me@tpAiBf~@ho@f[ljA|p@rkB~bCzpCxvAzn@z{BPfj@hz@`n@~BfzExtBd}@tVzC`g@xcAdfBdbB|`AzxBdo@b{@y^jr@h[Xhx@v~@|j@xpDvaCv}A`qA|Qfo@pr@l}AsG~_@sz@lqB|f@zz@po@n|ChXtl@ta@eSlsAcR~gAvwCxmA|aA`{AlVxyEfiBlfDruEdF~kBd`@hwB|Fv|BhnAbqAzyA~hB`|DruIjsAlVkaAbYf_@p`Fji@zzAdh@xxDgJh^iqAmGgn@l\p@lx@ylBjgBnFzdBntAnTdgB~Vbm@{Jp_@{[i@aG,477742,29340
cs lab saraboido,12.403208,-13.5283,biomedical lab and blood transfusion fria,10.370727,-13.584125,center,prefecture,center_prefecture,93,1,eoujA~gqqAc\gZgx@g|C}mAieEtr@w|B|`AuaAt|@{yAfHq_C}@yiDzCgiAd`Aeb@x{@{`BbKuoAbvBpb@juAmH`L{yEwpBucAgjCso@wzAezAetDyw@o\o\uA{a@`l@_QxtAoo@daAipAhfBui@bpCgq@hd@mx@jnBkeAzlAsc@lsA}`@tx@xBd`FqyBjrC}mFtcBmtB~`Dq}@dnAiaBvfCg_@vuCpvAhdEheAp}Cvr@htEbm@pwC~eAzj@bGxyB|e@z{BbFvQo@HfGbl@p@f_BeAhp@~l@j`BaMdqAqBpcCys@dy@oZ`Pcp@~k@_h@nlDozDvz@su@zIq`Ah]kShgAbm@ffCnlBh@|v@gGlq@vx@t]ds@~oEp]dqCb[xhBzn@jbBpg@|_@zRh[zWeBpWzLryBbF|yBoSfRhz@hlAea@lpDyHr|@|j@`bAyNxbAhtAdl@~WvzD~|@|oAh{A|YuDhvAnk@|{@j`@fhAhCp}A~SfyCt@|mB|_@loAlCbg@{n@`Xef@r_AhJboAmCl]wo@tZ}^|hAkD~wCmSnn@wBphAnPvjBbZhcB_rAnWmlA`_@az@fe@_e@eG}a@iY}w@zIk|@nsB_j@rhBtg@vaCpEdiC{l@bkCaj@`g@wJ~z@~Zzj@kTfe@fKt|AaDdH}_@nx@|JtiA}B~]pk@nw@|OzgByKn[pIh\jvAgKjo@hJl\pSvdDjFj|@}tAvZepA`Wof@|}@jStf@p_@cf@|d@eEhc@bb@fnAfT`iAeYftApAnf@dJta@k\jz@md@luAcSntA~@v}@kBvw@waAdvAiIvw@xR~rD|QxdC_{Bbs@~d@vj@tFff@jN~c@uId{Aoy@|[us@l`@sBbjAcc@yp@ixAgjAoXs`As[sS{cAdG_`@`d@y^lIeAnWcBjPhOd\Op}@a`@vx@eQzTofAz@}sA_Fud@jFga@f~@dwAjmAl\zpBx~@xh@fh@yOpo@`]ra@W~iAdFlhAwQhgAoa@hf@dh@~m@li@x`B{YnuAgA`cAnTh_Bx{@tk@D~`AmK|rAeE|q@lS|c@b~AtfApJx}@xvAxaAtxAxCvjBw^h~@r`Av_@leArQbcArg@r^|`Ct`Bl{AtJxe@ag@~e@me@tpAiBf~@ho@f[ljA|p@rkBbwArjAzj@feAxvAzn@z{BPfj@hz@`n@~BfzExtBd}@tVzC`g@xcAdfBba@vj@``AdUzxBdo@b{@y^~k@rCjEtVXhx@v~@|j@xpDvaCv}A`qAtStn@~l@~d@vt@ey@foB`C,408422,24294
cs lab saraboido,12.403208,-13.5283,hp labs gaoual,11.76368,-13.200053,center,prefecture,center_prefecture,94,1,eoujA~gqqAyHy@gAkSyC_BgKaAcVi{@kVi{@wIsc@g^kdAaR_^eGaU{Lcm@qEw\x@gNkB}H`@aKbGgTzUwa@xLwQjFwLdYq\rBkIbc@wYlMsQjFoKvGiJb^mo@jDySdEyLk@{JtE_j@_BcVsC}NaF{QRiT`EgXNmQyBwl@v@eh@v@wf@|CiUy@eKfFaCtSaGjRoHzPqLd\go@r^sp@hMa\vAwR}C{^rWiFzHbChFxM`QnTlJzAxn@Mx[Hr[pHhVgGrDaJpLchCnAyl@_B}b@iEcQcJeA_WyPiz@aTyE_BhAgEoGGaSe@k~@iQ_]gIyX{Q}Ue`@w]i[kZsWuIaDsa@sNsZ{Hci@}Egd@oIcS_@mR{KoNmHiHiGuCwJ_DyOsAsD_B_D|FmFpGiErSeFzNoC~NL|NkKpNwMhe@yTdv@waAjGiGrAgEd[oAzWmIl[qKxTePde@gb@rHaDh`B}HrTuJrFsI`Gcb@vf@_g@rfAk]zXmQxR_Id_@eGvv@gMt[uRvQ_M|e@xPxGvAtJeBv|@o^fv@wStvA{dAzMw^vYkc@lKiUru@}dAte@qmAnPkb@dU{\pUyWnLmD|W}TpbA}Nlk@yF`ZyK|U_YzDmLfVcS`q@w_A~C_Hfe@gUlHcCnTZp|@fAtUrAvDbC|W~Yhg@l\`x@jW~_@xFzYAhIpA|j@jRxXhKl[`F|[fTha@dSr~@lLpb@dL`X|CntAj^rWxFhu@vEzo@Dd}@hLzi@nRlQjSv@~ElCp@rGHfM|GzAjBbKlGz[uBxyB|e@p|@xQh~@uJzPmAZ\HfGfGfEl@~Ch@hBba@_L~b@kAf{@DzZxh@lTdCbhAdF|BxBhDM~MsWnGcFvIdC|}@SdxA_c@|IY{BuDbPyLdRnBzE~@xFyHxCkF|XmHjGVjCsBLu\rOmRpBqG`CyLtFqF~KcAtO}GdFs@`K_K~O}Z~b@gg@`^aj@~\}_@rVcKpOqPzKgNhFYnJeIdBySxAFjFfGbDoF`FvAnAiJbB}`@vFs^hKuQvDcEfKlClNtK~QvE|DlApA~H|CrDlWrGdbBzpAhDpGhUrVlGqCjBRs@tB}ElKnEdf@uAtOwElCmGjNo@lHj@lA~CiAvCjCfGeB~EzBnBsAvEvAlMdJfHkA~BnDpCpNpOzm@yAjTtLfh@lIli@hM`x@rC|QnEjGbG|Hy@~R]`d@f@jN`DfTvFfNzAtZnBbOrCjNbJve@~DzFvTfW|OlUdHts@rBdUzC~JfXsBxEjA`AfDnDlRy@lDmHj@mBf@_Cl@yCYoA{C,150534,8187
cs lab saraboido,12.403208,-13.5283,hp labs koundara,12.491184,-13.295664000000002,center,prefecture,center_prefecture,95,1,eoujA~gqqAeDCoCDC{@WwGWmGWeBy@gA_BWmG?mAYk@g@w@oC{GaWmGyTaC}HyOwg@qEqRwIsc@uDqM_HeTgCiH{CoHmFyMgDuHaDyFwGoLcDwHaBiKyFqWaEqTsCwPy@gGCwBb@yGTmEkB}HgAyDhBgEnCwHhAgEh@gDjLeSlCyD`DwGpAuBlAmArCiChB}DZkAZ}@hCyEdA_DxAeBxKwNbCuC|@g@r@m@t@c@d@cAz@{Dv@oCjAgAnB_ApCqBfG_GnGmEfD{AtBs@jBkAxBcClAgBxC{G|C}HlAqAx@s@XE`AiAbAyB|@kBxFwK`CcE`ByDbCcEfDuHNs@ZYr@a@TUr@{@n@{@Ry@XcBTgB@{B^{AdA{DlD_F^kAGmCMyDEwAWiBI}FP{Cp@oFbBmMj@yDJmAc@{L{@gH_@{AcAwBW{@EgAQeDQcBw@yDcBuDs@gCm@sF`AuLnByPpAmFRwGLmCQgDKkDDoFAsEYcE}AaIDaIU{HIoBRmEVyBHkC^uF@oDAcLIcCt@iEx@wCDw@q@uH?_Bt@_EfBiLR{CmAiFAg@Pe@R]Ba@Cc@uBc@eDw@}@_@kD?cCb@}AIs@M}DOmADiAOiAHiCEaACaAMkACo@S_C_@sCu@kAWe@@sAc@iC_AwCm@{@YaEw@wAo@oAk@}CiAmAo@i@M{ADcA_@y@c@mAUwDoAq@U}@w@cBcBaAcBu@eD{AkCk@_AsA}@i@o@{E}Bq@_@yA{AeAkAs@a@oAgAcBw@mF_FcAeAoCuCq@_A{@w@eAw@_Bs@kBkAcA]_Aw@aCaB{@o@}@oA{@gA{@eBUMq@gAcB_DiAqBo@qBq@m@Qw@aCaDgB}Be@k@EYs@wAcD{B}AeBc@[KGeAeB_AaBs@y@]Wq@u@uDmC{@MsAo@oHsDcCcBoCqAiGuBwAw@gBYeBYa@JeBe@}AUwAYg@?uBg@{AQ_Eu@sBSmBg@{Ci@qEw@oCAyBa@aJiDcAG}Ao@qAw@}BuBsDuE_By@]g@_AY_EuB}BmCw@s@u@oAaAiBYs@q@s@YcBo@iAUaA_AcB_BeCk@Kg@m@iAcCwC_DyAoBkC{CoFiDuCmAwCaCqDyGiAcAmAo@]eA}AcDcByA}BcBsCsDu@aASU{Aa@gAi@_BqAiA_Aw@]wB}A{EuEu@Iw@J{@GsPbAgIr@s@CcAPqBb@sA?y@?eAAYkBYsBeC{LkBgI{@iEGiA_@kFe@oCwAcE_D}H_DmHoJrEcSbKMFMWSo@aA{CcCwEcA_C,34579,3154
cs lab saraboido,12.403208,-13.5283,hp labs kissidougou,9.197805,-10.104365,center,prefecture,center_prefecture,96,1,eoujA~gqqAidDy}JrtBm_E|eAmzE}@yiD`eAmlB|gAqqDbvBpb@juAmH`L{yEwpBucA_fFyjCetDyw@o\o\ji@{s@~vCy`ClwF}{AtsCy~B~zEwaAd`FqyBjrC}mFtcBmtB~`Dq}@dnAiaBvfCg_@`{Iz|CzrJz`BpwC~eAruH|{@t}Djl@prDsPv}DioApjFstGvz@su@dh@}tAhgAbm@dyHvgBbkA`_BhsB{xAzCm{BzpBqg@nuA_}EjQq~BqvAjBukBoxAimAka@adAyc@ot@cbBfxAa\~h@ix@`Du`@pk@_r@tg@asEplB_zEpn@ygEvsAuvE`L_kAnr@wYf`E}xBfs@{}AsgAe`Ft_Ay~@mEweBjv@kIxUkiA~eAgPlv@mv@tuAiiB{C{iCmsCmbFnDc{Acx@itCti@}mDzyAafCdaCiZ`i@ijCdtAua@dv@zMzgCalAdcDck@tlFuXx}GsgCtwDmkAltDksC~iBcb@c@qbADcjAveApBzz@Gft@{a@jhAosA~qC`R|lFbiD~wCdkAjRtmBtjAi@p}D_bA~nBl}@x|G_UdfEhf@fmF|c@l_EgBl{BqaA`uHggBl{CmnAfaDeq@neAumAxbA`_@jjCsPhhCgjCllDe{@nkA{bBbv@{oAv_CwFxpCqk@tjBkbCviBnh@hmAwc@h@omAvdAsPjdBi~AdgA_s@~hAepBtzB`Chf@tRjq@}|@vdBdCtcBmTjxEhsBf_BvFj`@ui@ru@mhAlLkuBnq@yhBtpDylCpeFksE|}HqxAlt@\vCw{@fdCcoBxvEcuF~aBkqAxeAqwD{h@}_AdF}|A`u@qkAfzBmnFn|CinBzoCs`CrmEouAdn@ayEid@qzCur@kbDriAayEfvC_nElP_dBz_BqsBwz@woEzCqqEd{CgsCxkFugHn|@_iEwS{tCivAeeAkqAauAdZemBa[ecCvYcUtwA{f@~v@qk@zp@cr@t{AcjBcVsbGjaBc{CtUy}Cjy@k`BsEgtAjPanAkeAw`EclCyaIkRsoBbbA}dDow@agF||@c`JpyDkrDbdAcjHc^eaFrFw_Eag@{mCyw@ydG}eAodFj@gnAp~@{@xbBebAjiCa{@~bCo~BbuFm~Bz|Dor@hxAsgEneImf@duFgw@|cFrk@`mB|k@rtAmm@~mAulBzx@co@j`@ikDvrEqvA`eEkhBdqHinBdrF_wApcC}uAmr@shB}Ym~Gzo@w{EjrCspIf~DaaF|nEqlJzmIk_Gj|DsqElmEmeCddPs`Fr|FggB,754091,47868
cs lab saraboido,12.403208,-13.5283,hp labs dabola,10.731488,-11.060955,center,prefecture,center_prefecture,97,1,eoujA~gqqAidDy}Jtr@w|B|`AuaAt|@{yAfHq_C}@yiD`eAmlB|gAqqDbvBpb@juAmH`L{yEwpBucAgjCso@wzAezAetDyw@o\o\ji@{s@~vCy`ClwF}{AtsCy~BzlAsc@bmCc]d`FqyBjrC}mFtcBmtB~`Dq}@dnAiaBvfCg_@`{Iz|CzrJz`BpwC~eAruH|{@bl@p@f_BeAhp@~l@j`BaMdqAqBpcCys@dy@oZ`}@cyAnlDozDvz@su@dh@}tAhgAbm@hrBrtAlpAcFltBfYvYvmAjp@hPhsB{xAtZ_tAyUmf@zpBqg@sKkgBbbBstBjQq~BqvAjBq}@fCcm@w|Agh@e_@ad@eAadAyc@_r@w[oAkeAfxAa\xRwz@dUlAk\wVla@}Hpk@_r@t[qYeRu}AoJ_}@ti@y[pc@qzA~gAm~Bji@qbBdDgdB|QgpAx`AmeC`L_kAnr@wY~nBivAfpAsa@|p@w[hAcaAsgAe`Ft_Ay~@tJ}lAcQyWjv@kIxUkiA~eAgPlv@mv@tuAiiBdZyt@a_@atA_mBe_Cme@gbBnDc{Acx@itChq@_pBsF}|@~f@yl@zq@gxAdaCiZfd@cbAxCegAdtAua@dv@zMzgCalAdcDck@~n@ae@lt@ne@fgCcYx}GsgCtwDmkAtoAevAvcBe|@~iBcb@c@qbADcjAveApBzz@Gft@{a@jhAosA~qC`RzeDhyC`fAxN~wCdkAjRtmBtjAi@|dB{e@rwAc[~nBl}@x|G_U`xA{AbmBdi@dxAtD`tCf^l_EgBl{BqaA`uHggB`vAmc@jS}n@to@wvCh|@qfDlNauCddAqhBpiAkt@YasEl_@yf@pXqnAMmZkAyjBhSolAgLgeHbPa}A{{@_vBtq@wlFdbA~AljDq_ApvA}b@luArXlwDfwAx^|kAj_AMb{Aop@{`CwcEj|@ipCrkB}_@aSgbAfP_t@xoA`BrHkw@vYuhDyEwiDjaAc}@`j@sc@|q@wYdi@`Gl]ao@`wA{H~`B}iBbjC_|IsyA{o@oa@sy@{WijC[ovC{zAmz@qh@}eCm~A_z@kmAs~D}T{bCkm@izCt`@sj@pHwdAyh@uvBgiA}eBwf@u`@mp@hEiR{tA{n@{aDtzAmpDroByrBmb@ydBaO_xCmq@ojBZcmCe[ey@vDmsAd_@ikAmXw}De`Ak{Cpz@ap@ht@hDbSgpAHw`BtCm`Ail@mhBrCg_Bv`As~Bt^{xAaDoyBqpAqaCq]eiBrVsmGmc@nLfB}s@c]syA~j@sXz[qmAtBmY,537181,38412
cs lab saraboido,12.403208,-13.5283,hp labs dinguiraye,11.290165,-10.718772999999999,center,prefecture,center_prefecture,98,1,eoujA~gqqAkuAowD}mAieEtr@w|B|`AuaAt|@{yAfHq_C}@yiDzCgiAd`Aeb@|gAqqDbvBpb@juAmH`L{yEwpBucAgjCso@wzAezAetDyw@o\o\ji@{s@~vCy`ClwF}{Ahd@mx@jnBkeAzlAsc@bmCc]d`FqyBjrC}mFtcBmtB~`Dq}@dnAiaBvfCg_@vuCpvAhdEheAzrJz`BpwC~eAruH|{@bl@p@f_BeAhp@~l@j`BaMdqAqBpcCys@dy@oZ`}@cyAnlDozDvz@su@dh@}tAhgAbm@hrBrtAlpAcFltBfYvYvmAjp@hPhsB{xAtZ_tAyUmf@zpBqg@sKkgBbbBstB~Sao@sAonAqvAjBq}@fCcm@w|Agh@e_@ad@eAadAyc@_r@w[oAkeAfxAa\xRwz@dUlAk\wVla@}Hpk@_r@t[qYeRu}AoJ_}@ti@y[pc@qzA~gAm~Bji@qbBdDgdB}dAahAe~B_hAa~DsbA}oEygFmeBqzBog@uzAgeE}|CarBo`AoN{eBcb@y}@yMgh@{sAaIxS}k@~d@|D~XaGxJwlAvXkgAfe@_Flw@}UhOz[veAsY`p@_T`Uat@zf@{q@rDqiAvrA{zAnlAiqCtE}~@iPks@lq@yWyi@{~@}NalAvb@sd@`L{s@qd@yeAv]gs@kr@wQfYoW|SkcC`e@c`C_lAsoDgDcoAyVemB}j@qpAcKgg@E{Jn[mrAzc@eKkHws@sRar@rGay@nc@eq@mIkpAdk@el@i]qaArRu{@tbA}HzKub@nOazArDwkA`Zg|BcbBazChCyrA}c@em@wt@s}Bsh@qtBhXs}Azv@kxFbN{r@rkA{SdzAgdAvhDc~AdTee@zp@d[hrAmu@eNmcBfT}wCjXupApqB|KddBvyAh_AcZttC_jD~wFii@zeAwx@|Siv@jyAmzCt`@ssBfq@cX|fBefAf{Cmp@rrCw_AhSiPyKo{@rs@oDjf@i`Aj`B_`Ch[klEri@miGdMmmBYarAjdBadCdp@{gAw[_uCxLs_Czg@mkCxPk{@fZ_zA|aA}}A|jFkcAhtBeaByLy|D{Ceq@d~@y^hlAg_D|SeiBrk@qTnuBuwCrbC{bF|hAcpBdi@cz@gXef@xo@unBk_@ukHn^sbGrFq}Bf_@saFrbD}~@xrBsoBxtDouD`mAk}@oy@ie@_Ua}An|AqdF|eHkzItk@i}@`G_n@weF}eD}xCssD}xBycFk_DshE}~@_gBnCmxB}b@}qDe}CiuCk}Ag}EaNqa@cp@bNaKnB,522965,38955
